StudentID,Age,Gender,Year,StudyHours,AssignmentsAvg,HomeworkCompletionRate,AttendanceRate,ParticipationScore,MidtermScore,ProjectScore,FinalExamScore,SES,ParentalEducationLevel,StudyGroupHours,LibraryUsage,ExtraCreditScore,FinalGrade,Passed
5521,25,1,2,19.16,53.83,54.09,73.2,4.11,54.75,54.12,56.34,4.12,2,4.97,9.48,5.02,49.78,0
5522,24,0,4,12.46,32.85,31.08,63.11,2.41,37.92,37.83,35.01,4.55,2,2.95,4.89,3.28,37.22,0
5523,25,1,4,13.02,39.2,43.89,76.12,5.57,38.84,38.52,35.62,5.52,3,4.42,10.1,3.97,41.62,0
5524,18,1,3,22.42,66.69,67.24,83.45,5.84,68.23,68.49,64.98,6.25,3,6.84,13.61,6.52,67.93,1
5525,21,1,3,20.95,59.44,55.93,73.89,4.23,61.49,58.78,59.64,3.37,2,5.26,9.72,5.38,55.16,0
5526,25,0,1,16.58,43.8,42.33,68.32,3.54,49.26,49.24,47.38,7.83,4,4.68,8.34,4.49,47.8,0
5527,18,1,5,22.56,69.61,75.07,92.38,8.06,63.34,63.53,63.92,5.94,3,7.57,16.17,6.86,64.82,1
5528,23,1,2,17.72,48.79,52.72,73.62,4.47,51.79,54.43,51.39,6.38,3,4.85,10.27,5.03,54.3,0
5529,18,1,3,9.6,24.03,14.65,53.53,0.7,31.56,30.1,27.42,3.48,2,1.67,2.01,1.99,40.74,0
5530,23,1,2,10.64,35.26,37.74,79.81,6.45,28.82,33.3,33.36,6.84,3,4.32,10.83,3.96,35.05,0
5531,19,0,3,11.71,33.77,37.89,78.94,5.99,28.95,31.98,29.47,5.99,3,4.28,10.13,3.56,24.48,0
5532,18,0,2,9.34,27.51,23.84,66.04,3.31,26.35,26.69,28.01,3.56,2,2.46,4.76,2.5,39.01,0
5533,20,0,1,18.77,52.32,48.57,69.14,3.49,53.85,50.71,54.11,5.04,2,4.56,7.88,4.92,37.76,0
5534,20,1,3,13.01,39.36,42.37,75.0,4.92,38.96,39.1,39.51,4.55,2,4.15,8.83,3.78,38.72,0
5535,18,1,3,14.8,39.32,41.3,71.65,4.51,41.14,40.26,41.76,7.53,4,4.44,9.51,4.21,50.03,0
5536,22,1,1,13.37,36.93,36.96,67.98,3.39,43.6,39.94,37.04,5.8,3,3.53,7.3,3.91,43.68,0
5537,21,0,1,15.92,41.89,36.26,66.52,3.44,45.05,43.31,45.13,7.65,4,4.35,7.84,4.27,48.95,0
5538,17,0,2,14.48,39.92,39.57,70.83,4.13,40.65,40.24,41.21,5.01,3,4.21,7.73,3.9,36.54,0
5539,24,0,3,22.55,60.3,59.71,67.76,3.19,65.26,61.9,64.06,5.33,3,5.54,9.01,5.93,60.39,1
5540,18,1,3,24.23,68.24,70.35,79.95,5.43,68.32,68.88,69.24,4.13,2,6.42,12.4,6.59,63.55,1
5541,22,1,2,,41.2,42.16,74.2,5.01,38.43,39.91,38.97,6.67,3,4.49,9.23,4.12,36.91,0
5542,17,1,1,14.72,44.48,45.85,77.39,5.11,41.39,43.5,40.84,3.28,2,4.0,9.44,4.17,41.64,0
5543,17,0,3,9.35,29.34,30.32,65.8,3.69,27.68,32.36,29.13,6.08,3,3.21,6.7,2.81,36.7,0
5544,19,0,3,16.88,47.73,50.31,75.74,4.97,47.88,49.02,44.97,5.45,3,4.91,10.4,4.31,51.3,0
5545,25,0,2,21.23,60.01,56.89,74.45,4.37,59.7,58.04,58.5,6.04,3,5.75,11.21,5.45,55.91,0
5546,22,1,3,13.6,41.62,45.46,82.68,6.57,38.06,41.2,38.88,4.0,2,4.84,11.45,3.91,43.42,0
5547,22,1,4,11.81,35.11,38.71,74.81,5.06,35.56,37.79,36.97,4.85,2,4.12,8.93,3.47,36.46,0
5548,17,0,3,17.6,49.06,49.1,75.29,4.81,47.86,49.84,49.76,3.95,2,4.76,9.58,4.58,31.99,0
5549,18,1,3,24.26,68.53,72.53,85.86,6.78,64.65,69.2,65.88,7.29,4,7.09,14.39,6.81,72.41,1
5550,24,0,1,13.33,37.12,42.06,75.31,4.82,37.36,43.46,42.82,5.25,3,4.43,9.48,4.09,38.17,0
5551,20,0,3,21.56,62.26,65.23,84.92,6.76,60.32,62.44,59.83,5.74,3,6.48,13.51,6.05,60.91,1
5552,25,1,2,11.24,33.77,37.65,80.36,6.51,31.52,33.81,29.61,5.49,3,4.3,10.25,3.35,33.99,0
5553,25,0,2,13.24,38.69,40.02,74.09,4.32,39.38,41.79,38.71,2.93,2,3.73,7.82,3.62,39.48,0
5554,23,0,4,20.17,55.89,49.71,67.84,3.17,56.48,55.59,57.19,4.86,2,4.76,8.12,4.8,48.27,0
5555,21,1,1,17.55,51.56,55.02,81.02,6.14,51.38,51.32,52.94,5.32,3,5.51,11.06,5.08,47.51,0
5556,22,1,3,18.18,53.43,52.77,75.14,4.89,52.26,52.43,53.35,5.32,3,5.53,10.84,5.05,51.06,0
5557,20,0,3,16.11,45.05,45.1,71.84,3.93,47.07,45.87,46.86,2.85,2,4.05,7.89,3.81,49.23,0
5558,23,1,4,13.07,37.95,40.25,72.81,4.43,38.6,37.51,34.41,4.49,2,3.53,8.1,3.45,45.25,0
5559,23,0,2,14.81,41.85,40.55,71.08,3.83,42.44,43.76,45.16,3.77,2,4.11,7.94,3.95,42.33,0
5560,24,0,4,14.04,37.84,39.6,72.04,4.02,42.23,38.14,39.34,4.83,2,3.88,7.67,3.67,42.13,0
5561,25,1,3,17.38,50.79,50.26,73.8,4.4,48.41,49.48,49.75,3.78,2,4.67,9.42,4.76,52.21,0
5562,18,0,4,11.27,37.27,43.43,85.03,7.19,31.28,37.08,30.23,3.55,2,4.2,10.42,3.51,38.56,0
5563,17,0,3,13.84,41.74,42.64,76.18,5.37,42.52,41.95,39.68,5.56,3,4.51,9.75,3.95,38.76,0
5564,20,0,3,17.49,51.28,49.72,73.36,4.34,53.04,53.53,51.95,5.49,3,5.13,9.2,4.97,57.91,0
5565,22,0,3,16.06,46.14,45.65,72.61,4.27,42.83,48.03,44.02,5.13,3,4.62,9.36,4.49,45.45,0
5566,18,1,2,20.89,,56.01,77.16,4.98,60.29,57.35,59.44,5.06,3,5.66,10.79,5.52,56.63,0
5567,24,0,3,21.42,62.58,66.45,84.63,6.73,58.46,59.0,60.82,7.19,4,6.65,13.99,6.13,63.16,1
5568,25,0,1,9.64,28.64,32.47,74.31,5.12,24.36,28.31,27.44,5.36,3,3.55,8.12,2.83,22.71,0
5569,23,0,2,12.81,36.84,39.46,75.15,4.82,36.58,36.45,36.47,5.94,3,3.99,8.85,3.51,33.0,0
5570,18,0,3,13.21,37.59,38.16,74.45,4.99,37.63,37.2,38.77,5.86,3,3.97,8.19,3.77,37.03,0
5571,17,1,5,10.96,31.24,33.38,70.7,4.03,32.73,33.28,33.49,5.38,3,3.34,7.39,3.14,28.4,0
5572,22,0,5,12.8,33.5,33.32,66.44,3.43,34.81,32.85,33.14,4.44,2,3.21,6.18,3.03,31.67,0
5573,22,0,4,19.51,56.02,55.48,81.32,5.74,55.29,58.72,55.09,4.29,2,5.78,11.71,5.24,63.89,1
5574,23,0,5,17.7,50.71,50.7,68.93,3.61,50.69,51.78,51.66,2.86,2,4.43,8.18,4.34,49.62,0
5575,21,0,3,14.75,42.23,47.62,80.44,6.17,40.3,44.77,41.96,5.86,3,4.89,11.17,4.12,38.89,0
5576,20,0,2,16.03,43.23,45.83,70.76,4.1,47.52,45.97,45.99,4.63,2,4.13,7.57,4.1,47.39,0
5577,22,0,4,16.24,42.81,41.59,67.01,3.16,46.89,45.93,45.5,4.55,2,4.01,7.27,4.04,49.24,0
5578,22,1,2,14.18,38.38,37.08,63.6,2.64,43.16,42.08,39.85,4.05,2,3.28,5.38,3.66,42.34,0
5579,24,1,1,17.86,48.54,51.24,73.86,4.57,49.95,50.42,52.49,4.73,2,4.82,10.04,4.46,59.92,0
5580,20,0,4,12.94,40.82,45.46,81.92,5.99,35.94,38.15,38.04,3.92,2,4.2,10.03,3.74,33.5,0
5581,23,1,1,17.43,45.51,46.17,71.45,3.86,47.97,48.29,50.27,5.0,3,4.5,8.8,4.49,49.98,0
5582,21,0,1,17.26,47.25,45.42,66.35,3.1,49.63,47.9,51.15,4.93,2,4.3,8.01,4.37,47.63,0
5583,23,0,2,21.84,64.37,69.69,88.61,7.64,60.29,62.88,61.69,5.46,3,6.94,14.34,6.36,61.85,1
5584,25,0,4,17.23,54.66,60.13,86.95,7.71,48.77,51.22,48.61,6.35,4,6.63,13.91,5.49,49.41,0
5585,23,1,4,13.28,38.49,36.53,68.52,3.6,37.65,39.78,39.14,5.9,3,3.7,7.32,3.7,35.76,0
5586,17,1,4,12.97,39.01,37.46,77.27,5.86,32.95,34.3,35.09,5.44,3,4.48,10.23,3.91,34.27,0
5587,24,1,3,18.57,47.95,49.82,72.62,4.34,52.44,52.26,51.07,4.5,2,5.12,9.7,4.98,54.44,0
5588,22,0,2,21.62,60.04,63.85,76.71,4.78,62.61,61.66,63.14,5.03,3,5.51,11.11,5.81,58.89,0
5589,18,0,1,15.53,41.46,45.2,73.94,4.53,44.15,46.66,43.87,3.5,2,4.24,8.86,4.18,39.99,0
5590,21,1,4,13.06,37.99,36.75,69.03,3.86,40.61,41.4,38.68,5.72,3,3.99,7.71,3.73,40.54,0
5591,21,0,2,10.67,28.09,26.56,59.18,1.62,33.0,33.25,33.01,2.21,1,2.43,3.75,2.49,32.89,0
5592,18,1,2,10.41,30.82,37.73,78.03,5.73,27.87,32.61,29.92,4.6,2,4.03,9.29,3.23,39.03,0
5593,19,1,3,19.13,51.53,55.76,,5.57,51.41,54.56,52.98,5.31,3,5.41,11.54,5.26,53.96,0
5594,23,1,1,16.38,48.31,53.5,80.77,5.72,45.81,49.96,47.64,5.3,3,5.12,11.42,4.82,49.29,0
5595,23,0,4,22.57,60.43,63.63,81.38,6.01,63.4,62.99,60.55,4.88,3,6.26,12.0,6.24,61.2,1
5596,24,0,2,,40.05,39.18,68.16,3.81,41.47,37.82,41.08,6.08,3,3.86,8.56,3.9,33.12,0
5597,24,0,3,13.25,37.69,36.9,67.88,3.4,38.76,42.08,40.18,5.15,3,4.09,7.32,3.61,37.31,0
5598,21,0,2,16.24,49.34,47.15,76.1,5.41,45.77,47.24,46.58,7.32,4,5.16,10.56,4.76,41.27,0
5599,25,0,3,19.42,54.43,56.75,75.63,4.79,55.54,55.85,54.61,3.39,2,5.18,9.92,4.89,49.68,0
5600,18,0,2,14.5,41.54,43.08,75.91,5.12,38.36,41.17,40.0,3.39,2,4.2,8.7,3.99,33.5,0
5601,19,1,2,24.53,69.03,72.24,81.29,5.47,71.49,71.08,70.94,5.73,3,6.7,13.64,6.71,75.08,1
5602,22,1,2,12.84,34.54,42.3,73.43,4.52,37.84,40.89,37.97,3.19,2,4.02,8.41,3.43,29.08,0
5603,18,0,5,26.84,73.59,78.67,89.5,7.59,72.33,71.51,71.61,6.9,4,7.76,16.59,7.64,75.24,1
5604,23,0,2,10.21,30.93,31.97,71.11,4.49,31.02,31.73,29.73,6.39,3,3.7,7.89,3.0,29.89,0
5605,25,1,1,17.74,48.14,46.85,70.48,3.38,51.74,51.68,50.35,4.09,2,4.43,8.37,4.36,51.97,0
5606,18,1,5,15.04,39.55,40.94,71.74,3.98,39.82,40.46,40.51,6.7,3,4.23,8.75,4.19,37.89,0
5607,25,1,5,8.33,21.98,28.54,71.47,4.35,21.33,24.81,23.68,2.81,1,3.1,5.88,2.17,13.82,0
5608,23,0,2,11.86,27.1,22.93,58.46,1.27,32.1,32.04,33.51,3.85,2,2.32,3.94,2.73,38.53,0
5609,19,0,3,22.26,62.77,62.83,78.73,5.1,62.65,61.67,62.46,4.14,2,5.84,11.79,6.22,60.83,1
5610,24,0,2,20.4,61.3,67.16,85.09,6.74,56.38,59.63,59.85,5.77,3,6.39,13.97,6.12,56.03,0
5611,18,0,1,25.05,70.51,75.49,86.11,6.54,70.33,71.95,73.48,6.4,3,7.24,15.05,7.01,68.75,1
5612,22,0,5,14.01,38.75,42.14,74.9,5.22,35.23,35.26,36.71,5.32,3,4.3,9.98,3.78,33.26,0
5613,19,1,2,18.7,46.62,48.07,71.67,3.99,52.14,49.66,53.9,5.42,3,4.62,9.15,4.92,49.63,0
5614,17,0,4,11.74,32.81,27.22,58.41,1.89,34.31,33.17,33.44,5.49,3,2.68,4.28,3.08,32.14,0
5615,18,0,2,9.92,29.37,27.8,70.32,4.0,27.61,30.83,27.96,4.87,3,3.36,7.44,2.7,32.66,0
5616,19,0,3,16.52,50.47,47.03,,4.46,48.68,48.02,49.16,5.51,3,4.66,9.64,4.45,46.46,0
5617,23,1,2,18.84,54.66,56.48,81.98,6.14,52.41,52.74,54.72,7.29,4,6.1,12.4,5.43,58.72,0
5618,17,1,2,16.85,45.34,49.47,74.26,4.39,45.22,47.74,47.71,4.13,2,4.48,9.1,4.7,48.26,0
5619,17,0,4,18.27,56.74,54.63,80.06,5.98,49.57,51.1,52.34,4.97,3,5.26,11.28,5.03,48.87,0
5620,24,0,2,18.55,52.45,49.46,75.26,4.64,53.49,52.05,53.81,6.05,3,5.18,10.41,5.31,48.18,0
5621,18,1,5,20.71,59.15,61.02,82.0,6.1,55.52,59.4,58.14,5.56,3,5.97,12.75,5.59,59.9,0
5622,19,0,5,11.17,30.76,32.69,65.2,3.51,35.27,35.0,34.55,5.31,3,3.28,6.82,3.26,39.78,0
5623,17,1,2,25.48,70.13,74.38,79.06,5.33,75.1,73.58,75.76,6.25,3,7.07,13.09,7.08,79.51,1
5624,25,0,4,13.43,38.88,35.16,65.29,3.1,37.24,39.45,37.54,3.85,2,3.2,6.1,3.57,35.19,0
5625,21,1,5,7.53,23.38,29.39,73.41,4.94,22.16,21.89,20.56,1.92,1,3.0,6.7,2.05,19.61,0
5626,18,1,1,14.07,39.97,35.59,64.75,2.96,40.89,41.21,38.83,3.54,2,3.18,5.81,3.45,46.46,0
5627,19,0,5,22.5,61.5,63.87,79.24,4.96,61.58,60.94,59.96,4.28,2,5.82,11.59,5.67,56.86,0
5628,24,0,2,13.75,36.13,36.09,67.67,3.51,38.35,36.95,37.79,4.78,2,3.61,6.64,3.61,33.42,0
5629,25,1,2,17.16,49.64,61.15,84.95,6.38,46.54,52.28,50.18,3.11,2,5.43,11.92,4.91,47.7,0
5630,19,1,1,15.42,44.28,41.33,72.42,4.3,45.88,44.43,45.58,6.54,3,4.56,9.34,4.05,39.16,0
5631,23,0,1,17.68,51.08,54.33,79.8,5.68,49.0,49.21,52.35,5.52,3,5.61,11.41,4.86,51.58,0
5632,19,0,1,13.15,38.03,40.87,79.95,6.02,38.29,38.5,35.94,5.94,3,4.77,10.41,3.88,32.6,0
5633,24,1,4,20.55,59.91,64.41,84.82,6.76,56.8,59.56,57.5,5.83,3,6.3,13.77,5.71,58.17,0
5634,21,1,3,22.06,64.36,65.91,79.44,5.62,64.39,62.14,64.5,5.22,3,6.35,12.9,6.11,69.97,1
5635,25,0,2,16.03,43.78,45.59,73.44,4.64,45.81,45.28,45.08,4.37,2,4.42,8.17,4.17,47.41,0
5636,18,0,3,23.64,65.47,67.63,81.3,5.79,65.33,66.83,66.4,5.37,3,6.36,13.72,6.34,64.32,1
5637,21,1,1,19.35,56.72,66.52,93.02,8.31,50.25,55.54,52.58,4.14,2,6.51,14.64,5.61,51.98,0
5638,24,0,2,11.82,31.17,30.64,60.94,2.19,34.29,36.34,34.43,4.49,2,2.67,5.11,2.84,31.51,0
5639,19,0,3,16.27,44.17,45.08,71.65,4.12,48.37,46.69,47.36,4.2,2,4.51,8.15,4.45,43.46,0
5640,22,0,1,16.0,46.26,46.91,69.08,4.44,48.59,46.11,47.12,5.45,3,4.6,9.04,4.58,48.72,0
5641,21,0,3,20.68,60.89,65.03,81.58,6.26,58.58,60.0,58.4,6.15,3,6.53,13.35,5.91,58.12,0
5642,23,0,2,20.93,58.72,61.13,79.26,5.34,58.66,58.5,59.26,5.24,3,5.92,11.81,5.65,53.52,0
5643,18,1,3,12.57,35.98,35.02,68.46,3.92,37.02,37.91,37.96,4.12,2,3.5,6.49,3.25,32.28,0
5644,25,0,5,18.63,56.65,57.63,78.51,5.57,54.71,54.51,58.24,6.12,3,5.73,11.43,5.24,53.79,0
5645,24,1,1,12.47,34.88,37.26,77.73,5.97,33.46,34.94,35.04,4.16,2,3.88,9.77,3.58,34.87,0
5646,25,1,4,12.33,30.73,33.17,70.4,3.98,35.74,31.99,31.69,7.57,4,4.15,7.85,3.6,28.55,0
5647,25,0,2,14.87,40.62,43.52,69.93,4.2,39.83,41.54,40.87,4.66,2,3.88,7.64,3.75,33.92,0
5648,24,1,3,15.1,40.19,39.72,69.04,3.65,45.63,43.34,45.45,4.82,2,3.98,7.6,3.91,46.3,0
5649,24,0,4,20.14,58.72,59.01,78.9,5.44,58.79,58.04,57.87,4.15,2,5.59,11.5,5.56,47.63,0
5650,25,0,2,14.14,40.01,40.3,70.42,3.77,39.83,41.14,40.93,4.79,3,4.1,6.98,4.03,31.14,0
5651,25,0,1,21.53,60.23,61.66,75.67,4.93,62.05,61.64,61.08,5.24,3,5.89,12.17,5.6,51.41,0
5652,25,1,3,23.44,68.45,72.66,85.47,6.51,68.12,68.8,68.83,6.23,3,7.24,14.88,6.63,66.9,1
5653,23,0,2,23.37,68.75,69.09,80.57,5.6,66.97,67.74,68.35,2.91,2,6.36,12.71,6.4,67.75,1
5654,21,1,1,19.08,49.15,47.91,67.05,3.09,56.52,53.45,54.2,5.68,3,4.66,8.65,4.9,53.49,0
5655,22,0,5,8.58,25.32,23.2,66.37,3.16,23.7,24.74,25.68,3.93,2,2.43,4.3,2.47,29.19,0
5656,20,1,2,12.36,37.71,38.51,70.51,4.09,36.9,39.55,39.82,5.74,3,3.87,8.61,3.7,34.12,0
5657,19,0,3,12.87,36.71,40.52,72.6,4.66,35.18,35.24,38.3,3.79,2,3.75,8.61,3.61,34.68,0
5658,19,0,2,14.75,42.74,43.35,73.13,4.64,42.24,45.12,42.56,3.9,2,4.33,8.86,3.97,40.44,0
5659,22,1,4,10.81,33.19,36.36,73.44,4.97,29.32,32.31,32.1,6.0,3,3.74,8.1,3.23,40.44,0
5660,17,0,2,15.94,45.14,45.93,70.69,4.03,45.48,42.98,43.49,5.01,3,4.22,8.84,4.11,44.06,0
5661,22,1,4,15.35,47.14,46.87,73.02,4.19,44.17,48.03,44.83,1.59,1,4.18,8.28,4.11,43.59,0
5662,19,1,4,11.56,30.44,28.85,64.85,3.06,30.65,33.22,31.36,4.93,2,3.01,5.91,2.91,32.02,0
5663,24,1,5,16.48,48.5,52.28,79.09,5.85,47.63,48.61,50.2,5.08,3,5.39,10.75,4.81,42.6,0
5664,20,1,3,11.72,36.0,40.34,79.83,6.16,31.66,33.97,31.74,6.58,3,4.45,10.72,3.46,33.76,0
5665,22,1,4,10.29,31.25,33.54,70.28,4.14,28.8,32.59,31.95,3.99,2,3.15,7.22,3.02,32.92,0
5666,24,1,3,17.32,50.64,55.83,84.2,6.65,48.82,50.91,50.07,7.72,4,6.14,12.95,5.57,53.37,0
5667,20,0,1,18.93,55.15,58.36,78.29,5.5,55.14,54.86,53.61,4.77,3,5.58,10.47,5.19,48.35,0
5668,17,1,1,17.62,51.26,54.69,84.16,6.58,51.35,50.39,47.79,5.2,3,5.58,12.37,5.14,51.76,0
5669,25,0,1,11.26,29.75,27.39,61.04,2.43,33.57,30.37,32.57,5.1,3,2.79,4.03,2.86,35.4,0
5670,22,0,4,17.02,43.88,47.63,71.73,4.14,49.43,47.87,47.86,6.15,3,5.06,9.03,4.78,44.7,0
5671,24,0,4,13.85,40.01,40.93,68.99,4.3,39.71,38.99,41.0,4.99,2,4.23,8.99,3.89,44.72,0
5672,18,0,5,15.11,43.08,45.98,74.58,5.19,43.71,43.85,44.62,6.5,3,4.71,10.12,4.49,46.36,0
5673,25,0,3,10.53,33.42,38.17,74.29,4.6,31.45,34.84,32.89,4.93,2,3.74,8.16,3.44,37.74,0
5674,25,1,2,17.46,49.53,54.99,79.42,5.85,47.79,47.8,49.57,5.38,3,5.31,10.82,4.99,47.02,0
5675,19,0,2,19.06,52.22,55.66,80.49,5.67,51.23,52.7,53.2,4.73,2,5.45,11.31,4.97,49.71,0
5676,22,1,3,17.79,48.82,46.57,73.7,4.58,47.99,49.33,48.97,4.88,2,4.65,9.57,4.64,48.84,0
5677,25,1,3,15.34,44.34,47.92,75.28,5.31,42.78,43.76,43.13,5.06,2,4.69,9.87,4.28,38.78,0
5678,17,1,4,16.64,48.9,50.45,75.19,4.5,47.14,50.31,51.05,3.09,2,4.79,9.11,4.44,52.95,0
5679,24,1,5,16.64,44.7,46.03,74.25,4.82,45.46,47.56,47.38,5.31,3,4.86,9.88,4.37,51.81,0
5680,17,1,3,13.81,36.67,33.1,63.65,3.03,38.59,37.97,39.47,5.44,3,3.56,6.31,3.59,34.25,0
5681,24,0,3,15.58,41.83,41.38,73.23,4.69,40.41,42.62,42.73,4.69,2,4.39,8.95,4.06,56.01,0
5682,21,0,1,15.6,44.41,44.19,70.27,4.04,44.3,46.07,44.12,3.59,2,3.79,7.84,4.16,42.99,0
5683,25,1,5,18.12,50.99,47.83,70.84,4.2,50.05,50.83,49.61,5.19,3,4.77,9.19,4.79,52.99,0
5684,23,0,2,17.3,48.22,46.71,70.89,3.95,47.94,47.76,50.19,3.66,2,4.41,8.18,4.41,54.63,0
5685,19,0,5,25.83,72.3,74.03,80.62,4.94,73.62,72.23,76.24,6.52,3,6.87,13.32,6.81,75.65,1
5686,25,1,3,24.57,70.01,71.97,85.33,6.39,66.54,71.11,71.97,5.08,3,7.15,13.82,6.46,68.63,1
5687,24,1,3,15.51,42.95,44.01,70.89,3.83,42.73,45.02,44.45,6.08,3,4.43,8.74,4.27,44.74,0
5688,22,1,4,18.43,50.73,46.22,71.71,4.05,50.05,51.41,49.29,3.8,2,4.92,8.54,4.75,51.87,0
5689,25,1,3,10.62,34.38,36.77,76.46,5.24,31.43,32.46,31.34,4.77,2,3.9,8.82,3.5,30.73,0
5690,22,1,2,15.98,46.68,43.02,,3.41,49.34,46.39,44.56,3.11,2,4.15,6.8,3.94,46.33,0
5691,17,0,1,20.31,57.47,60.37,76.32,5.2,58.65,57.71,58.88,6.37,3,5.76,11.7,5.66,53.19,0
5692,25,0,1,14.23,40.82,40.8,71.96,4.36,40.48,42.55,41.77,5.66,3,4.29,8.99,4.25,39.14,0
5693,21,1,3,18.85,57.91,59.79,81.2,5.82,55.03,53.05,54.06,4.69,3,5.91,12.09,5.51,56.5,0
5694,24,0,3,18.94,55.27,56.69,83.53,6.38,54.5,55.65,53.98,5.26,3,5.82,12.84,5.59,59.54,0
5695,25,0,4,14.22,43.06,49.01,79.03,6.02,40.18,40.41,39.87,4.07,2,4.69,10.06,4.08,39.75,0
5696,18,1,3,18.1,53.58,51.19,73.98,4.49,54.06,52.28,54.41,2.69,2,4.55,9.21,4.64,50.02,0
5697,22,0,2,18.48,50.92,41.75,57.95,1.13,55.19,52.93,52.28,2.37,1,3.44,5.56,4.24,58.7,0
5698,24,1,3,18.09,52.55,56.46,77.83,5.44,50.22,53.2,52.4,4.29,2,5.42,11.2,5.11,49.8,0
5699,24,1,3,16.27,41.32,33.9,59.08,1.82,45.6,43.19,45.42,5.77,3,3.36,5.43,3.87,32.94,0
5700,18,1,3,17.36,46.16,47.15,74.29,4.69,47.54,49.08,48.87,5.34,3,4.66,10.21,4.6,44.8,0
5701,25,1,2,17.83,51.11,53.2,73.87,4.25,50.8,50.43,49.25,2.95,2,4.73,9.14,4.33,55.32,0
5702,23,0,2,26.1,70.98,75.69,86.92,6.93,,73.36,71.34,4.15,2,7.31,15.1,7.03,74.48,1
5703,25,0,2,14.51,40.3,43.38,72.2,4.29,43.22,41.82,43.94,6.13,3,4.34,8.86,4.26,39.68,0
5704,21,1,4,6.6,20.1,17.83,61.7,2.73,21.31,19.7,16.32,2.06,1,1.33,3.87,1.45,23.48,0
5705,24,1,4,13.4,44.09,43.11,69.58,3.8,41.94,44.23,41.99,4.76,3,4.13,7.59,3.86,42.19,0
5706,24,0,1,13.33,36.49,37.56,68.57,3.6,39.79,38.94,36.89,5.5,3,3.89,7.03,3.67,38.53,0
5707,19,1,2,17.84,49.66,54.7,78.86,5.65,52.14,50.77,51.87,4.83,3,5.37,11.28,4.85,56.41,0
5708,17,1,2,13.95,39.11,38.09,71.59,4.2,36.88,41.15,40.41,5.42,3,3.93,8.66,3.87,42.57,0
5709,18,1,2,6.9,21.94,24.66,69.33,4.06,19.82,23.93,21.56,4.88,2,2.62,5.98,2.25,19.01,0
5710,19,0,5,15.77,45.37,42.27,70.91,3.83,44.77,45.88,44.0,1.94,1,3.78,7.92,3.97,48.75,0
5711,24,0,1,14.78,44.03,52.4,83.33,6.85,40.22,45.89,40.94,4.92,3,5.37,12.19,4.64,46.37,0
5712,22,0,2,15.15,41.05,41.2,74.32,4.77,41.06,43.26,42.26,5.21,3,4.44,9.0,4.09,36.41,0
5713,24,0,3,18.69,52.4,53.68,75.79,4.85,54.54,52.94,52.85,5.58,3,5.36,9.9,5.28,48.07,0
5714,17,0,5,23.99,68.86,74.51,87.55,7.02,66.57,68.87,68.82,8.56,5,7.74,15.49,7.09,65.35,1
5715,21,1,5,13.85,42.07,45.9,80.59,6.15,35.39,40.53,42.36,4.01,2,4.51,10.52,3.97,45.48,0
5716,19,0,4,17.44,50.92,55.78,80.26,5.72,50.88,50.81,53.32,4.46,2,5.17,11.37,4.89,56.93,0
5717,25,1,1,16.75,49.52,50.27,79.79,5.74,45.81,47.79,47.51,4.3,2,5.27,10.54,5.03,39.22,0
5718,21,1,3,22.46,64.49,61.91,71.13,3.79,65.84,64.89,65.29,7.66,4,5.82,11.12,6.06,64.62,1
5719,20,0,2,19.84,54.53,55.22,76.39,4.85,59.2,56.67,58.4,4.93,2,5.48,11.18,5.58,60.36,1
5720,20,1,2,14.21,40.92,40.34,70.51,4.28,38.74,41.77,39.34,4.9,2,3.84,8.08,3.62,41.52,0
5721,21,0,3,22.46,66.79,72.41,91.48,7.84,61.29,64.43,63.6,6.02,3,6.91,15.04,6.48,58.21,0
5722,22,1,5,12.37,32.14,35.59,67.45,3.67,34.18,36.67,33.78,4.39,2,3.33,7.02,3.31,44.01,0
5723,23,0,3,11.37,30.19,30.39,64.64,3.16,32.04,36.46,31.35,7.11,3,3.3,6.77,3.28,38.58,0
5724,17,1,4,16.59,46.42,47.22,70.97,4.1,49.63,47.96,48.19,6.04,3,4.37,8.88,4.45,49.03,0
5725,18,1,4,10.63,30.54,24.0,61.29,2.77,30.99,30.28,31.15,3.78,2,2.53,4.09,2.46,25.15,0
5726,21,1,5,21.29,61.98,64.4,75.22,4.57,64.58,63.45,63.64,2.23,1,5.59,10.46,5.59,56.11,0
5727,25,1,4,20.8,57.56,59.8,73.92,4.48,59.12,58.26,58.03,3.12,2,4.82,9.95,5.34,57.86,0
5728,17,0,2,14.73,43.91,46.59,77.03,5.21,40.86,43.91,44.68,5.6,3,4.67,9.96,4.41,38.14,0
5729,17,0,1,22.96,63.43,61.7,76.09,4.07,,65.19,67.09,5.38,3,6.01,11.03,6.01,64.49,1
5730,17,0,1,13.23,,29.98,62.91,2.66,36.71,36.54,36.47,5.65,3,3.39,5.47,3.67,36.87,0
5731,19,0,3,17.94,53.81,55.36,77.21,5.44,52.77,51.86,49.9,5.48,3,5.35,11.07,5.24,52.33,0
5732,21,1,4,12.67,35.7,32.49,65.46,3.09,35.65,36.58,37.59,4.79,2,3.26,6.73,3.35,35.48,0
5733,21,0,5,21.48,63.71,67.9,88.52,7.14,62.38,62.11,62.29,6.68,3,7.03,15.33,6.42,58.8,0
